PRODNSUMMDTLSEQ,PRODNSUMMSEQ,POLICYCD,PRODUCERCD,PRODNVALUE,PRODUCTCD,PRODUCTVERSION,TRANSACTIONDT,CREATEDBY,CREATEDDT,CREATEDAT,UPDATEDBY,UPDATEDDT,UPDATEDAT,ROWVERSION
2141482,559709381,91866,10259,303160,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143010,559710496,91866,10259,4279240,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143011,559710496,91304,10259,5177520,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141483,559709382,91866,10259,57200,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143012,559710497,91866,10259,1824970,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143013,559710497,91304,10259,2208060,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141484,559709383,91866,10259,97240,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143014,559710498,91866,10259,2705990,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143015,559710498,91304,10259,3274020,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141485,559709384,91866,10259,572000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143016,559710499,91866,10259,12586000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143017,559710499,91304,10259,15228000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2159057,559721989,91304,10259,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2159058,559721989,91866,10259,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141471,559709370,58282,10259,382000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141475,559709374,58282,10259,357000,TLR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141486,559709385,91866,10259,286000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143018,559710500,91866,10259,6293000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143019,559710500,91304,10259,7614000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143020,559710500,64748,10259,8028000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143021,559710500,58282,10259,10692000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141487,559709386,91866,10259,286000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143022,559710501,91866,10259,6293000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143023,559710501,91304,10259,7614000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139796,559708177,91635,10290,20363000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140950,559709012,91635,10290,480000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158490,559721562,91635,10290,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139797,559708178,91635,10290,20363000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140951,559709013,91635,10290,480000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139798,559708179,91635,10290,20363000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140952,559709014,91635,10290,480000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140655,559708814,91372,10308,411000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140687,559708842,91372,10308,522000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141890,559709657,91372,10308,5e+05,CIR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141916,559709678,91372,10308,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141917,559709678,91376,10308,810000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141996,559709746,91376,10308,25134000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142091,559709812,91372,10308,15900000,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158860,559721839,91376,10308,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158875,559721852,91372,10308,1,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140656,559708815,91372,10308,411000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140688,559708843,91372,10308,522000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141891,559709658,91372,10308,5e+05,CIR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141918,559709679,91372,10308,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141919,559709679,91376,10308,810000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141997,559709747,91376,10308,25134000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142092,559709813,91372,10308,15900000,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140657,559708816,91372,10308,411000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2140689,559708844,91372,10308,522000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141892,559709659,91372,10308,5e+05,CIR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141920,559709680,91372,10308,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141921,559709680,91376,10308,810000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2141998,559709748,91376,10308,25134000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142093,559709814,91372,10308,15900000,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139125,559707861,91250,11080,19008000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139515,559708068,91701,11080,12622000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139516,559708068,91360,11080,15147000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139517,559708068,92090,11080,20174000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139548,559708086,91701,11080,188000,TLR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139790,559708174,91701,11080,458000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139791,559708174,91360,11080,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142611,559710187,91250,11080,519000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142627,559710200,91250,11080,201000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158396,559721497,91250,11080,1,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158448,559721541,91360,11080,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158449,559721541,91701,11080,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158450,559721541,92090,11080,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139126,559707862,91250,11080,19008000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139518,559708069,91701,11080,6311000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139519,559708069,91360,11080,15147000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139520,559708069,92090,11080,20174000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139549,559708087,91701,11080,94000,TLR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139792,559708175,91701,11080,229000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139793,559708175,91360,11080,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142612,559710188,91250,11080,519000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142628,559710201,91250,11080,201000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139127,559707863,91250,11080,19008000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139521,559708070,91701,11080,6311000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139522,559708070,91360,11080,15147000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139523,559708070,92090,11080,20174000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139550,559708088,91701,11080,94000,TLR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139794,559708176,91701,11080,229000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2139795,559708176,91360,11080,270000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142613,559710189,91250,11080,519000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2142629,559710202,91250,11080,201000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143127,559710591,86970,11239,810000,ADD1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143250,559710688,86970,11239,25644000,CIB1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2159116,559722036,86970,11239,1,CIB1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143128,559710592,86970,11239,810000,ADD1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143251,559710689,86970,11239,25644000,CIB1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143129,559710593,86970,11239,810000,ADD1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2143252,559710690,86970,11239,25644000,CIB1,1,2017-01-23,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147758,559713753,91345,11878,334000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147980,559713896,91345,11878,12290000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158653,559721689,91345,11878,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147759,559713754,91345,11878,167000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147981,559713897,91345,11878,6145000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147760,559713755,91345,11878,167000,ADD1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147982,559713898,91345,11878,6145000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147588,559713615,40204,11935,9960000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149028,559714663,40204,11935,345000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149042,559714671,40204,11935,173000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147589,559713616,92058,11935,7957000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147590,559713616,92041,11935,9960000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147591,559713616,92151,11935,12060000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148210,559714063,92130,11935,10737000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148211,559714063,92146,11935,16672000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149029,559714664,92058,11935,283000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149030,559714664,92041,11935,345000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149031,559714664,92151,11935,396000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149043,559714672,92041,11935,173000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149044,559714672,92058,11935,218000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149045,559714672,92151,11935,247000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158583,559721634,92041,11935,1,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158584,559721634,92058,11935,1,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158585,559721634,92151,11935,1,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158702,559721720,92130,11935,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158703,559721720,92146,11935,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147592,559713617,92058,11935,7957000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147593,559713617,92041,11935,9960000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147594,559713617,92151,11935,12060000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148212,559714064,92130,11935,10737000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148213,559714064,92146,11935,16672000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149032,559714665,92058,11935,283000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149033,559714665,92041,11935,345000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149034,559714665,92151,11935,396000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149046,559714673,92041,11935,173000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149047,559714673,92058,11935,218000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149048,559714673,92151,11935,247000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147595,559713618,92058,11935,7957000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147596,559713618,92041,11935,9960000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147597,559713618,92151,11935,12060000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148214,559714065,92130,11935,10737000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2148215,559714065,92146,11935,16672000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149035,559714666,92058,11935,283000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149036,559714666,92041,11935,345000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149037,559714666,92151,11935,396000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149049,559714674,92041,11935,173000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149050,559714674,92058,11935,218000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149051,559714674,92151,11935,247000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2147598,559713619,40204,11935,9960000,EDU4,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149038,559714667,40204,11935,345000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149052,559714675,40204,11935,173000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2150344,559715626,91233,11936,20132000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2159173,559722083,91233,11936,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2150345,559715627,91233,11936,20132000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2150346,559715628,91233,11936,20132000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149572,559715035,43661,12253,31833000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146934,559713125,88543,12253,448000,WOP3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146935,559713126,91665,12253,354000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146940,559713131,88543,12253,198000,FSR3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146941,559713132,91665,12253,156000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149318,559714866,91665,12253,294000,CIR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149364,559714899,91665,12253,240000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149365,559714899,91917,12253,508000,HSR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149470,559714966,88543,12253,12285000,EDU3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149471,559714967,91665,12253,14175000,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149573,559715036,91917,12253,16564000,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158984,559721932,88543,12253,1,EDU3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2158985,559721933,91665,12253,1,EDU3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2159007,559721948,91917,12253,1,CIB1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146936,559713127,88543,12253,448000,WOP3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146937,559713128,91665,12253,354000,WOP3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146942,559713133,88543,12253,198000,FSR3,1,2017-02-08,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2146943,559713134,91665,12253,156000,FSR3,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
2149319,559714867,91665,12253,294000,CIR1,1,2017-02-28,Elixir.Bpm/bpm001,2017-03-30,IND,Elixir.Bpm/bpm001,2017-03-30,IND,1
